model,dataset,layer,epoch,activation_entropy_mean,activation_entropy_std,train_accuracy_mean,val_accuracy_mean,val_generalization_gap_mean,n_seeds,binning_method
cnn,FashionMNIST,relu3,8,2.461166185884841,0.1328716177164454,0.9273680000000001,0.9104199999999999,0.016948,5,fixed50
cnn,FashionMNIST,relu3,9,2.5299756103798883,0.1305130359469005,0.932588,0.91182,0.020767999999999943,5,fixed50
cnn,FashionMNIST,relu3,10,2.5005001209405346,0.1509272099719554,0.936772,0.9133000000000001,0.0234719999999999,5,fixed50
cnn,FashionMNIST,relu3,11,2.4678101468385294,0.14276026921299959,0.9416800000000001,0.91232,0.02935999999999996,5,fixed50
cnn,FashionMNIST,relu3,12,2.4029325208828203,0.15511346547286903,0.9458719999999999,0.9147399999999999,0.031131999999999938,5,fixed50
cnn,FashionMNIST,relu3,13,2.407043421645421,0.14395115162675437,0.950496,0.91694,0.03355599999999994,5,fixed50
cnn,FashionMNIST,relu3,14,2.4016586881128292,0.11666649352692096,0.954388,0.91102,0.04336799999999992,5,fixed50
cnn,FashionMNIST,relu3,15,2.400018922671541,0.10212943072258612,0.9578519999999999,0.9147000000000001,0.04315199999999998,5,fixed50
cnn,FashionMNIST,relu3,16,2.4028576817216534,0.0994228235575465,0.9613479999999999,0.91214,0.04920799999999994,5,fixed50
cnn,FashionMNIST,relu3,17,2.3501201768834257,0.09982460619476981,0.9646440000000001,0.9153800000000001,0.04926399999999996,5,fixed50
cnn,FashionMNIST,relu3,18,2.38084604780425,0.14307374238159115,0.9688760000000001,0.91314,0.055735999999999966,5,fixed50
cnn,FashionMNIST,relu3,19,2.396491152176298,0.13012624948061122,0.9708840000000001,0.9131,0.057783999999999905,5,fixed50
cnn,FashionMNIST,relu3,20,2.421048396374895,0.14555058378422125,0.974128,0.91408,0.060047999999999976,5,fixed50
cnn,FashionMNIST,relu3,21,2.3759400457738793,0.14508535470034967,0.976548,0.9141199999999999,0.06242799999999996,5,fixed50
cnn,FashionMNIST,relu3,22,2.437242826051354,0.12791854901235145,0.9788920000000001,0.91318,0.06571199999999996,5,fixed50
cnn,FashionMNIST,relu3,23,2.411734947455428,0.13713801064654454,0.980876,0.91456,0.06631599999999997,5,fixed50
cnn,FashionMNIST,relu3,24,2.3910643798127262,0.1518829796177875,0.9833320000000001,0.9122,0.07113199999999995,5,fixed50
cnn,FashionMNIST,relu3,25,2.3910817726805416,0.12192170031229546,0.9838760000000001,0.91296,0.07091599999999995,5,fixed50
cnn,FashionMNIST,relu3,26,2.399061740327231,0.14100259638501536,0.986116,0.9134,0.07271599999999992,5,fixed50
cnn,FashionMNIST,relu3,27,2.377963647663844,0.13169916690122652,0.987232,0.91418,0.07305199999999996,5,fixed50
cnn,FashionMNIST,relu3,28,2.4136062938273954,0.12548109620776016,0.9889279999999999,0.91496,0.07396799999999996,5,fixed50
cnn,FashionMNIST,relu3,29,2.4082984332426753,0.08868056528148288,0.989956,0.91232,0.07763599999999993,5,fixed50
cnn,FashionMNIST,relu3,30,2.404829148136424,0.1315045194948229,0.991068,0.9132199999999999,0.07784799999999995,5,fixed50
mlp,FashionMNIST,relu1,1,2.713074480861498,0.05998873723027207,0.805604,0.8462400000000001,-0.040635999999999964,5,fixed50
mlp,FashionMNIST,relu1,2,2.4474761535210883,0.08590997840336366,0.859356,0.8591200000000001,0.00023600000000001989,5,fixed50
mlp,FashionMNIST,relu1,3,2.3272986407181873,0.08367440151336453,0.873508,0.86948,0.00402799999999994,5,fixed50
mlp,FashionMNIST,relu1,4,2.208019310153809,0.05254167242894619,0.881808,0.8760999999999999,0.00570799999999996,5,fixed50
mlp,FashionMNIST,relu1,5,2.130494999517894,0.05926334739779115,0.890136,0.8786200000000001,0.01151599999999994,5,fixed50
mlp,FashionMNIST,relu1,6,2.0670320397121564,0.054553287587404554,0.895884,0.8798400000000001,0.016044,5,fixed50
mlp,FashionMNIST,relu1,7,1.9938115549624862,0.0628177975305078,0.9007999999999999,0.8818199999999999,0.01897999999999998,5,fixed50
mlp,FashionMNIST,relu1,8,1.9289677944932584,0.06079131212061176,0.905824,0.8835599999999999,0.02226399999999994,5,fixed50
mlp,FashionMNIST,relu1,9,1.9281949692548537,0.08150962961308875,0.910308,0.8853200000000001,0.02498799999999994,5,fixed50
mlp,FashionMNIST,relu1,10,1.8933453438904095,0.06207795500988791,0.91346,0.8881399999999999,0.02531999999999996,5,fixed50
mlp,FashionMNIST,relu1,11,1.8514878505204346,0.03475327920944552,0.9183,0.88648,0.03181999999999992,5,fixed50
mlp,FashionMNIST,relu1,12,1.838718179081446,0.08874083404177105,0.9211280000000001,0.8899800000000001,0.031147999999999943,5,fixed50
mlp,FashionMNIST,relu1,13,1.7817398481642617,0.04840521300239004,0.9249320000000001,0.88942,0.03551199999999994,5,fixed50
mlp,FashionMNIST,relu1,14,1.7910046644224054,0.026964450293861422,0.928708,0.88948,0.039227999999999943,5,fixed50
mlp,FashionMNIST,relu1,15,1.7746884805307919,0.05199105690264737,0.931048,0.89244,0.03860799999999994,5,fixed50
mlp,FashionMNIST,relu1,16,1.7427809112652937,0.07955467126844327,0.934132,0.8918800000000001,0.04225199999999996,5,fixed50
mlp,FashionMNIST,relu1,17,1.7256591995710757,0.04679057829666509,0.9379519999999999,0.89192,0.04603199999999994,5,fixed50
mlp,FashionMNIST,relu1,18,1.7113740563290534,0.04064791793345038,0.940504,0.8927400000000001,0.04776399999999992,5,fixed50
mlp,FashionMNIST,relu1,19,1.6968974550668812,0.039850976556229135,0.941872,0.8901600000000001,0.05171199999999994,5,fixed50
mlp,FashionMNIST,relu1,20,1.6959038646605507,0.05352447966428271,0.9445399999999999,0.88704,0.05749999999999996,5,fixed50
mlp,FashionMNIST,relu1,21,1.6946583726586888,0.053381127189254494,0.9477360000000001,0.8927799999999999,0.05495599999999996,5,fixed50
mlp,FashionMNIST,relu1,22,1.688953468749504,0.05207211658436359,0.9499040000000001,0.89158,0.05832399999999995,5,fixed50
mlp,FashionMNIST,relu1,23,1.6874681851440276,0.05568066764227822,0.9524279999999999,0.8889799999999999,0.06344799999999996,5,fixed50
mlp,FashionMNIST,relu1,24,1.6644308029874963,0.04327582274700405,0.95462,0.89394,0.06067999999999998,5,fixed50
mlp,FashionMNIST,relu1,25,1.6752921149923086,0.02839171727021964,0.9560000000000001,0.89502,0.060979999999999944,5,fixed50
mlp,FashionMNIST,relu1,26,1.6474190460900626,0.04471350251571925,0.9575720000000001,0.8934599999999999,0.064112,5,fixed50
mlp,FashionMNIST,relu1,27,1.6512823527490224,0.05195962582389319,0.9604480000000001,0.89344,0.06700799999999996,5,fixed50
mlp,FashionMNIST,relu1,28,1.6542694687061061,0.0670028484763398,0.961756,0.89438,0.06737599999999996,5,fixed50
mlp,FashionMNIST,relu1,29,1.6633096876715534,0.06378418710823716,0.9631679999999999,0.8916599999999999,0.07150799999999996,5,fixed50
mlp,FashionMNIST,relu1,30,1.6513336221374897,0.05453778805212739,0.965312,0.88918,0.07613199999999998,5,fixed50
mlp,FashionMNIST,relu2,1,2.929149306542673,0.07848095228927383,0.805604,0.8462400000000001,-0.040635999999999964,5,fixed50
mlp,FashionMNIST,relu2,2,2.7924414788111376,0.08460937062848993,0.859356,0.8591200000000001,0.00023600000000001989,5,fixed50
mlp,FashionMNIST,relu2,3,2.7386984906378284,0.024610790813759536,0.873508,0.86948,0.00402799999999994,5,fixed50
mlp,FashionMNIST,relu2,4,2.68793921421384,0.07587099910510291,0.881808,0.8760999999999999,0.00570799999999996,5,fixed50
mlp,FashionMNIST,relu2,5,2.6516332307740784,0.06276891022870923,0.890136,0.8786200000000001,0.01151599999999994,5,fixed50
mlp,FashionMNIST,relu2,6,2.6407234988652952,0.04423051752383023,0.895884,0.8798400000000001,0.016044,5,fixed50
mlp,FashionMNIST,relu2,7,2.606007905152441,0.09978286809010604,0.9007999999999999,0.8818199999999999,0.01897999999999998,5,fixed50
mlp,FashionMNIST,relu2,8,2.5551178190691815,0.029500040101001105,0.905824,0.8835599999999999,0.02226399999999994,5,fixed50
mlp,FashionMNIST,relu2,9,2.576798965207689,0.05088991291857934,0.910308,0.8853200000000001,0.02498799999999994,5,fixed50
mlp,FashionMNIST,relu2,10,2.5447862630641103,0.018787768123165467,0.91346,0.8881399999999999,0.02531999999999996,5,fixed50
mlp,FashionMNIST,relu2,11,2.5386884610684013,0.03475475142752492,0.9183,0.88648,0.03181999999999992,5,fixed50
mlp,FashionMNIST,relu2,12,2.516107408155481,0.06777637230669664,0.9211280000000001,0.8899800000000001,0.031147999999999943,5,fixed50
mlp,FashionMNIST,relu2,13,2.4813434808061223,0.03017796336508837,0.9249320000000001,0.88942,0.03551199999999994,5,fixed50
mlp,FashionMNIST,relu2,14,2.531597527912118,0.07406436078533758,0.928708,0.88948,0.039227999999999943,5,fixed50
mlp,FashionMNIST,relu2,15,2.4923534307292607,0.07621326329898287,0.931048,0.89244,0.03860799999999994,5,fixed50
mlp,FashionMNIST,relu2,16,2.492072277740738,0.037577634249712416,0.934132,0.8918800000000001,0.04225199999999996,5,fixed50
mlp,FashionMNIST,relu2,17,2.456125913477641,0.020560579785457937,0.9379519999999999,0.89192,0.04603199999999994,5,fixed50
mlp,FashionMNIST,relu2,18,2.4751881446177992,0.0578250166629522,0.940504,0.8927400000000001,0.04776399999999992,5,fixed50
mlp,FashionMNIST,relu2,19,2.4385038115727533,0.05301638746700816,0.941872,0.8901600000000001,0.05171199999999994,5,fixed50
mlp,FashionMNIST,relu2,20,2.438661099268967,0.030708226231583053,0.9445399999999999,0.88704,0.05749999999999996,5,fixed50
mlp,FashionMNIST,relu2,21,2.4578661806396136,0.06330610792573194,0.9477360000000001,0.8927799999999999,0.05495599999999996,5,fixed50
mlp,FashionMNIST,relu2,22,2.4638544606720565,0.05214819687353205,0.9499040000000001,0.89158,0.05832399999999995,5,fixed50
mlp,FashionMNIST,relu2,23,2.452795021130753,0.07782257895653975,0.9524279999999999,0.8889799999999999,0.06344799999999996,5,fixed50
mlp,FashionMNIST,relu2,24,2.4488256342878025,0.07277775253232811,0.95462,0.89394,0.06067999999999998,5,fixed50
mlp,FashionMNIST,relu2,25,2.427607653057687,0.09636960098577078,0.9560000000000001,0.89502,0.060979999999999944,5,fixed50
mlp,FashionMNIST,relu2,26,2.4125440857691167,0.0535177326628611,0.9575720000000001,0.8934599999999999,0.064112,5,fixed50
mlp,FashionMNIST,relu2,27,2.434976136350881,0.02791161666806166,0.9604480000000001,0.89344,0.06700799999999996,5,fixed50
mlp,FashionMNIST,relu2,28,2.4089095454001743,0.042929862481657664,0.961756,0.89438,0.06737599999999996,5,fixed50
mlp,FashionMNIST,relu2,29,2.4373725118479057,0.048775375426135026,0.9631679999999999,0.8916599999999999,0.07150799999999996,5,fixed50
mlp,FashionMNIST,relu2,30,2.4010602030270087,0.07041349162649638,0.965312,0.88918,0.07613199999999998,5,fixed50
